Date,Adress,Size,Rooms,Broker,Rent,Price
20190712.0,Sankt Göransgatan 153,22.5,1.0,BOSTHLM Fastighetsmäklare AB,1550.0,2350000.0
20190710.0,Erik Dahlbergsgatan 36,24.0,1.0,Notar,1343.0,3000000.0
20190710.0,Hallandsgatan 48,21.0,1.0,MOHV Bromma,1570.0,2620000.0
20190710.0,Sankt Göransgatan 153,22.5,1.0,BOSTHLM Fastighetsmäklare AB,1550.0,2420000.0
2019079.0,Forsskålsgatan 16,20.0,1.0,Notar,1857.0,2060000.0
2019075.0,Bondegatan 63,25.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Vasastan,1877.0,3100000.0
2019075.0,Artillerigatan 29,23.0,1.0,Bostadsrättsspecialisten,1418.0,2790000.0
2019074.0,Tyska Bottens Väg 33,25.0,1.0,Svenska Mäklarhuset Bromma,1279.0,2030000.0
2019074.0,Alpvägen 1,24.0,1.0,Bjurfors Bromma,1287.0,2050000.0
2019073.0,Bergsundsgatan 7,22.0,1.0,Notar,1820.0,2550000.0
2019073.0,Tavastgatan 31,25.0,1.0,HusmanHagberg Södermalm/Gamla Stan,709.0,3000000.0
2019073.0,Tavastgatan 29A,22.0,1.0,BOSTHLM Fastighetsmäklare AB,496.0,2900000.0
2019072.0,Isgränd 5,21.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,1268.0,1970000.0
2019072.0,Sankt Göransgatan 153 9tr,24.5,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen,1536.0,2520000.0
20190628.0,Johannesbergsgatan 3,24.0,1.0,Notar,1839.0,2200000.0
20190626.0,Hälsingegatan 35,20.5,1.0,HusmanHagberg Vasastan,1437.0,2350000.0
20190625.0,Lisebergsvägen 123,24.0,1.0,Bjurfors Enskede,781.0,1900000.0
20190625.0,Klubbacken 24,25.0,1.0,Notar,1595.0,2070000.0
20190625.0,Heleneborgsgatan 9 C,24.0,1.0,BOSTHLM Fastighetsmäklare AB,1395.0,2650000.0
20190625.0,Klubbacken 32,24.0,1.0,Brokr Fastighetsmäklare,1518.0,2000000.0
20190620.0,Doktor Widerströms gata 14,25.0,1.0,Mäklarhuset Älvsjö,1958.0,1850000.0
20190620.0,Slipgatan 11,24.0,1.0,BOSTHLM Fastighetsmäklare AB,1665.0,2600000.0
20190619.0,Rålambsvägen 50,24.5,1.0,Bjurfors Kungsholmen Vasastan,1424.0,2450000.0
20190619.0,Vulcanusgatan 8,20.0,1.0,Svensk Fastighetsförmedling Sthlm Vasastan,1126.0,2400000.0
