Date,Adress,Size,Rooms,Broker,Rent,Price,NearbyPOIs,Latitude,Longitude,PricePerKvm
20180531.0,Hornsbergs Strand 15F,35.0,1.0,BOSTHLM Fastighetsmäklare AB,1896.0,3200000.0,222.0,59.34003066888457,18.013458251953125,91429.0
20180531.0,Bergsunds Strand 5,35.0,2.0,Notar,2307.0,3620000.0,389.0,59.31761375050765,18.02719116210937,103429.0
20180531.0,Wargentinsgatan 5C,34.0,1.0,SkandiaMäklarna Stockholm Kungsholmen,1903.0,3630000.0,845.0,59.332326521167296,18.03955078125,106765.0
20180531.0,Bastugatan 45,34.0,2.0,Karlsson & Uddare AB,1535.0,3335000.0,1400.0,59.319715964854154,18.057403564453125,98088.0
20180530.0,Rådmansgatan 80,31.0,2.0,Innerstadsspecialisten Stockholm AB,1649.0,3500000.0,1300.0,59.33863004470884,18.051910400390625,112903.0
20180530.0,Jaktgatan 33,31.0,1.0,Fastighetsbyrån Norra Djurgårdsstaden,1889.0,2750000.0,77.0,59.358233528090544,18.0889892578125,88710.0
20180530.0,Artemisgatan 15,33.0,1.0,Fastighetsbyrån Norra Djurgårdsstaden,1831.0,2525000.0,124.0,59.3547337361095,18.0999755859375,76515.0
20180530.0,Baltzar von Platens gata 5,35.0,1.0,Notar,1903.0,3350000.0,574.0,59.32882405822882,18.03131103515625,95714.0
20180530.0,Sankt Eriksgatan 15,35.0,1.0,SkandiaMäklarna Stockholm Kungsholmen,951.0,3650000.0,566.0,59.33022508672785,18.029937744140625,104286.0
20180530.0,Tomtebogatan 31A,31.0,1.0,Erik Olsson Fastighetsförmedling,660.0,3200000.0,487.0,59.341431235306,18.029937744140625,103226.0
20180530.0,Tranebergsvägen 36,34.0,1.0,HusmanHagberg Bromma,1998.0,2400000.0,53.0,59.333727405256454,17.984619140625,70588.0
20180530.0,Essinge brogata 39,31.0,1.0,Erik Olsson Fastighetsförmedling,2751.0,2620000.0,123.0,59.324620626125686,18.00384521484375,84516.0
20180529.0,Linnégatan 51,32.0,2.0,Fastighetsbyrån Stockholm – Östermalm,739.0,3650000.0,944.0,59.335828623088354,18.084869384765625,114062.0
20180529.0,Fredriksbergsvägen 12,34.0,1.0,Fastighetsbyrån Bromma,2267.0,2300000.0,109.0,59.35893344318532,17.955780029296875,67647.0
20180529.0,Maria Bangata 2B,35.0,2.0,Svenska Mäklargruppen,1896.0,3595000.0,780.0,59.314109771032584,18.054656982421875,102714.0
20180527.0,Storforsplan 5,31.0,1.0,HusmanHagberg Farsta,2111.0,1900000.0,40.0,59.24184741175908,18.090362548828125,61290.0
20180525.0,Nynäsvägen 338,33.0,1.0,HusmanHagberg Enskede,1970.0,2275000.0,82.0,59.28325917646979,18.090362548828125,68939.0
20180525.0,Ringvägen 153,33.0,1.0,Södermäklarna,1805.0,2700000.0,774.0,59.3092035930421,18.08349609375,81818.0
20180525.0,Trollesundsvägen 139,31.0,1.0,BOSTHLM Fastighetsmäklare AB,1660.0,1950000.0,20.0,59.26080480505864,18.04779052734375,62903.0
20180525.0,Polhemsgatan 33,34.0,1.0,Svensk Fastighetsförmedling Sthlm Kungsholmen,1410.0,3000000.0,713.0,59.334427825640475,18.03817749023437,88235.0
20180524.0,Roslagsgatan 54,33.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1991.0,2875000.0,1000.0,59.34983342108092,18.0560302734375,87121.0
20180524.0,Gaveliusgatan 8,35.0,1.0,Svensk Fastighetsförmedling Sthlm Södermalm,1419.0,3210000.0,371.0,59.3092035930421,18.094482421875,91714.0
20180523.0,Axbergsgränd 10,34.0,1.0,Svensk Fastighetsförmedling Älvsjö,2107.0,1705000.0,22.0,59.26080480505864,18.024444580078125,50147.0
20180523.0,Folkungagatan 146,35.0,1.0,Innerstadsspecialisten S AB,1719.0,3115000.0,545.0,59.31551140615839,18.09173583984375,89000.0
20180523.0,Mälarblick 7,31.0,1.0,Svenska Mäklarhuset Bromma,1511.0,2260000.0,11.0,59.33022508672785,17.91046142578125,72903.0
20180523.0,Anders Reimers Väg 9,32.0,1.0,BOSTHLM Fastighetsmäklare AB,2146.0,2770000.0,364.0,59.319715964854154,18.024444580078125,86562.0
20180522.0,Nathorstvägen 35,35.0,1.0,Fastighetsbyrån Enskede,3193.0,2800000.0,323.0,59.295883255595406,18.09173583984375,80000.0
20180522.0,Odengatan 48A,35.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1585.0,3750000.0,1300.0,59.34423219489216,18.0560302734375,107143.0
20180522.0,Hantverkargatan 50,32.0,1.0,Mäklarhuset Stockholm Innerstan,1252.0,3635000.0,693.0,59.329524579699104,18.03680419921875,113594.0
20180522.0,Nybrogatan 72,31.0,1.0,Bjurfors Kungsholmen Vasastan,935.0,2975000.0,884.0,59.341431235306,18.08349609375,95968.0
20180522.0,Gotlandsgatan 74,32.0,1.0,Erik Olsson Fastighetsförmedling,2070.0,3007000.0,776.0,59.30990451895182,18.08349609375,93969.0
20180522.0,Skönviksvägen 286,32.0,1.0,Notar,2212.0,2150000.0,26.0,59.27203384129598,18.05328369140625,67188.0
20180521.0,Gästrikegatan 6 A,31.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1356.0,3725000.0,782.0,59.34073095931448,18.040924072265625,120161.0
20180521.0,Furusundsgatan 12,35.0,1.0,BOSTHLM Fastighetsmäklare AB,1675.0,2980000.0,234.0,59.34633276298826,18.09722900390625,85143.0
20180520.0,Orvar Odds Väg 10,31.0,2.0,SkandiaMäklarna Stockholm Kungsholmen,1928.0,3350000.0,122.0,59.33022508672785,17.99835205078125,108065.0
20180519.0,Alströmergatan 49,31.0,1.0,Erik Olsson Fastighetsförmedling,1963.0,3000000.0,408.0,59.33652900015258,18.02581787109375,96774.0
20180518.0,Ringvägen 158,31.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Södermalm,1340.0,2795000.0,692.0,59.30990451895182,18.087615966796875,90161.0
20180518.0,Birger Jarlsgatan 104E,31.0,1.0,Bostadsrättsspecialisten,2279.0,3100000.0,1200.0,59.34703292347968,18.062896728515625,100000.0
20180517.0,Slipgatan 12,32.0,1.0,Notar,1873.0,2960000.0,378.0,59.3169129835029,18.02719116210937,92500.0
20180517.0,Artillerigatan 80,32.0,1.0,BOSTHLM Fastighetsmäklare AB,1423.0,3220000.0,516.0,59.342831743974685,18.0889892578125,100625.0
20180517.0,Brantingsgatan 23,35.0,2.0,Notar,1762.0,2825000.0,255.0,59.34633276298826,18.095855712890625,80714.0
20180517.0,Sankt Paulsgatan 18,31.0,1.0,Våningen & Villan Stockholm,1194.0,3100000.0,1400.0,59.31761375050765,18.0670166015625,100000.0
20180517.0,Erik Dahlbergsgatan 29 A (5 tr),33.0,1.0,Erik Olsson Fastighetsförmedling,1808.0,3450000.0,415.0,59.342831743974685,18.09173583984375,104545.0
20180516.0,Värtavägen 13,32.0,1.0,Svenskt Mäklarcentrum AB,1840.0,2950000.0,352.0,59.34003066888457,18.094482421875,92188.0
20180516.0,Frejgatan 45,35.0,1.0,Notar,1722.0,2985000.0,1200.0,59.34633276298826,18.054656982421875,85286.0
20180516.0,Levertinsgatan 5,35.0,1.0,SkandiaMäklarna Stockholm Kungsholmen,2423.0,2765000.0,121.0,59.334427825640475,17.99835205078125,79000.0
20180516.0,Kungsklippan 20,31.5,2.0,SkandiaMäklarna Stockholm Kungsholmen,2290.0,2995000.0,1300.0,59.33022508672785,18.04779052734375,95079.0
20180516.0,Agatvägen 28,35.0,1.0,HusmanHagberg Bromma,3258.0,1775000.0,14.0,59.36103310187028,17.9022216796875,50714.0
20180516.0,Högalidsgatan 11,32.0,1.0,HusmanHagberg Södermalm/Gamla Stan,1468.0,3230000.0,415.0,59.31761375050765,18.0340576171875,100938.0
20180516.0,Skeppargatan 83,33.5,1.0,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,1839.0,3175000.0,453.0,59.342831743974685,18.090362548828125,94776.0
20180515.0,Wergelandsgatan 46 G,32.0,1.0,HusmanHagberg Bromma,2350.0,1995000.0,37.0,59.34913331833489,17.88299560546875,62344.0
20180515.0,Övre bergsvägen 12,33.0,2.0,ERA Storstad,1793.0,2740000.0,115.0,59.30149245448654,18.010711669921875,83030.0
20180515.0,Kronobergsgatan 16,34.0,1.0,Mäklarhuset Stockholm Innerstan,1685.0,3125000.0,621.0,59.335128231584385,18.035430908203125,91912.0
20180515.0,Mälarblick 3,31.0,1.0,Karlsson & Uddare AB,1511.0,1920000.0,11.0,59.33022508672785,17.91046142578125,61935.0
20180515.0,Atterbomsvägen 28,31.0,2.0,Svensk Fastighetsförmedling Sthlm Kungsholmen,1958.0,2900000.0,186.0,59.326722407167345,18.010711669921875,93548.0
20180515.0,Erik tegels väg 4,31.5,1.0,Mäklarhuset Vällingby-Hässelby,2042.0,1650000.0,18.0,59.381323106459035,17.9132080078125,52381.0
20180514.0,Bobergsgatan 12,33.5,1.0,Erik Olsson Fastighetsförmedling,2107.0,2850000.0,277.0,59.35403373441052,18.08624267578125,85075.0
20180514.0,Sköntorpsvägen 111,32.0,1.0,Svensk Fastighetsförmedling Årsta,2226.0,2320000.0,289.0,59.30079135519931,18.050537109375,72500.0
20180511.0,Bokbindarvägen 51,35.0,1.0,Erik Olsson Fastighetsförmedling,2080.0,2550000.0,59.0,59.30079135519931,17.983245849609375,72857.0
20180511.0,Lidnersgatan 10 A,33.0,2.0,HusmanHagberg Kungsholmen,2572.0,2950000.0,125.0,59.335128231584385,17.999725341796875,89394.0
20180510.0,Ola Hanssonsgatan 6,34.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,2378.0,3100000.0,125.0,59.334427825640475,18.0010986328125,91176.0
20180510.0,Västmannagatan 50,32.0,2.0,Fastighetsbyrån Stockholm - Vasastan,1989.0,4500000.0,1100.0,59.34073095931448,18.04779052734375,140625.0
20180510.0,Värmlandsvägen 9 B,35.0,1.0,SkandiaMäklarna Enskede,2210.0,1820000.0,42.0,59.24676330393977,18.08624267578125,52000.0
20180510.0,Tellusborgsvägen 92,35.0,2.0,Svenska Mäklarhuset Hägersten/Liljeholmen,1949.0,2830000.0,93.0,59.29868797064062,18.0010986328125,80857.0
2018059.0,Bryggvägen 14,35.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,1980.0,2595000.0,133.0,59.3169129835029,17.99835205078125,74143.0
2018059.0,Sandhamnsgatan 57,33.0,1.0,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,1788.0,2670000.0,130.0,59.341431235306,18.1109619140625,80909.0
2018059.0,Rutger Fuchsgatan 9,31.0,1.0,BOSTHLM Fastighetsmäklare AB,1911.0,3050000.0,729.0,59.30639974493064,18.0780029296875,98387.0
2018059.0,Lidnersgatan 12A,33.0,2.0,SkandiaMäklarna Stockholm Kungsholmen,2637.0,2920000.0,125.0,59.335128231584385,17.999725341796875,88485.0
2018059.0,Hornsgatan 64 A,35.0,2.0,BOSTHLM Fastighetsmäklare AB,1427.0,3260000.0,1400.0,59.31831450306765,18.06015014648437,93143.0
2018059.0,Pelargatan 7,34.0,2.0,Svenska Mäklarhuset Johanneshov,1326.0,2400000.0,340.0,59.295883255595406,18.08624267578125,70588.0
2018059.0,Valborgsmässovägen 10,34.5,1.0,Erik Olsson Fastighetsförmedling,2291.0,2800000.0,92.0,59.30079135519931,18.0010986328125,81159.0
2018059.0,Wittstocksgatan 30,34.0,2.0,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,627.0,3840000.0,266.0,59.33863004470884,18.098602294921875,112941.0
2018058.0,Kronobergsgatan 20,35.0,2.0,Mäklarhuset Stockholm Innerstan,2199.0,3985000.0,621.0,59.335128231584385,18.035430908203125,113857.0
2018058.0,Rörstrandsgatan 44,34.0,1.0,Innerstadsspecialisten Stockholm AB,1681.0,3520000.0,430.0,59.34073095931448,18.02719116210937,103529.0
2018058.0,Fredhällsgatan 1,35.0,2.0,Svensk Fastighetsförmedling Sthlm Kungsholmen,2030.0,3200000.0,130.0,59.330925579315355,18.002471923828125,91429.0
2018057.0,Karlsbodavägen 47,35.0,1.0,Mäklarhuset Essingen & Fredhäll,2608.0,2360000.0,121.0,59.35963334384675,17.95989990234375,67429.0
2018057.0,Inedalsgatan 15,33.0,2.0,Erik Olsson Fastighetsförmedling,2133.0,4150000.0,621.0,59.335128231584385,18.035430908203125,125758.0
2018057.0,Kocksgatan 58,34.0,2.0,HusmanHagberg Södermalm/Gamla Stan,1387.0,3260000.0,889.0,59.314810595818216,18.084869384765625,95882.0
2018054.0,Bryggvägen 16,35.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,1980.0,2650000.0,119.0,59.3169129835029,17.996978759765625,75714.0
2018054.0,Valborgsmässovägen 20 C,32.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,1870.0,2520000.0,93.0,59.30079135519931,17.999725341796875,78750.0
2018054.0,Pingstvägen 46,35.0,1.0,Brokr Fastighetsmäklare,2069.0,2570000.0,89.0,59.30149245448654,17.996978759765625,73429.0
2018053.0,Bondegatan 13,34.0,1.0,Erik Olsson Fastighetsförmedling,2281.0,3200000.0,918.0,59.31270807812389,18.079376220703125,94118.0
2018053.0,Strindbergsgatan 44,33.0,1.0,HusmanHagberg Östermalm,1806.0,3120000.0,470.0,59.34213149685935,18.090362548828125,94545.0
2018052.0,Fleminggatan 60,35.0,2.0,Fastighetsbyrån Stockholm - Kungsholmen,2036.0,4777143.0,516.0,59.335128231584385,18.029937744140625,136490.0
2018051.0,Köpmangatan 4,33.0,1.0,Madeleine Norling & Partners AB,1680.0,4050000.0,1800.0,59.324620626125686,18.072509765625,122727.0
20180430.0,Svartensgatan 12 A,34.0,1.0,Mäklarhuset Stockholm Innerstan,1778.0,3600000.0,1400.0,59.31761375050765,18.073883056640625,105882.0
20180430.0,Kungsklippan 14,31.5,2.0,Mäklarhuset Stockholm Innerstan,2533.0,3600000.0,1300.0,59.33022508672785,18.04779052734375,114286.0
20180430.0,Horisontvägen 16,31.0,1.0,Svensk Fastighetsförmedling Farsta-Enskede,2542.0,1995000.0,22.0,59.267121593392964,18.1219482421875,64355.0
20180427.0,Essinge Brogata 39,34.0,1.0,Fastighetsbyrån Bromma,2599.0,2450000.0,123.0,59.324620626125686,18.00384521484375,72059.0
20180427.0,Gruvbacken 6,34.0,1.0,HusmanHagberg Södermalm/Gamla Stan,1821.0,2660000.0,347.0,59.313408931801185,18.095855712890625,78235.0
20180427.0,Erik Dahlbergsgatan 35,34.5,1.0,Notar,1933.0,2990000.0,415.0,59.342831743974685,18.09173583984375,86667.0
20180427.0,Bergsgatan 47,35.0,2.0,SkandiaMäklarna Stockholm Kungsholmen,1408.0,3665000.0,743.0,59.33022508672785,18.03817749023437,104714.0
20180427.0,Kungsklippan 12 3tr,30.5,1.0,Karlsson & Uddare AB,2338.0,2830000.0,1300.0,59.33022508672785,18.04779052734375,92787.0
20180427.0,Pingstvägen 40,35.0,1.0,Svensk Fastighetsförmedling Hägersten-Liljeholmen,2069.0,2550000.0,89.0,59.30149245448654,17.996978759765625,72857.0
20180426.0,Torsgatan 70,31.0,1.0,Eklund Stockholm New York,1692.0,2795000.0,566.0,59.34423219489216,18.035430908203125,90161.0
20180426.0,Torsten Alms gata 57,35.0,1.0,Södermäklarna,1479.0,2100000.0,66.0,59.30850265268529,17.985992431640625,60000.0
20180426.0,Bergsundsgatan 13,34.3,1.0,Notar,2025.0,3340000.0,387.0,59.3169129835029,18.028564453125,97376.0
20180426.0,Roslagsgatan 58 B,33.0,1.0,Erik Olsson Fastighetsförmedling,1679.0,3150000.0,966.0,59.35053350939106,18.0560302734375,95455.0
20180426.0,Alströmergatan 49,32.0,2.0,Innerstadsspecialisten S AB,2080.0,3000000.0,408.0,59.33652900015258,18.02581787109375,93750.0
20180426.0,Döbelnsgatan 56,32.1,1.0,Karlsson & Uddare AB,1368.0,3385000.0,1200.0,59.34563258805997,18.0560302734375,105452.0
20180425.0,Maria Bangata 2,35.0,2.0,Svenska Mäklargruppen,1896.0,3595000.0,785.0,59.313408931801185,18.0560302734375,102714.0
20180425.0,Askängsbacken 52,34.0,1.0,Erik Olsson Fastighetsförmedling,2798.0,2450000.0,114.0,59.36103310187028,17.958526611328125,72059.0
20180425.0,Spektens Gränd 4,32.0,2.0,HusmanHagberg Södermalm/Gamla Stan,3238.0,3400000.0,1900.0,59.32532123424882,18.06976318359375,106250.0
20180425.0,Götaforsvägen 9,35.0,1.0,Mäklarhuset Enskede,2087.0,2200000.0,30.0,59.27133213496892,18.0560302734375,62857.0
20180425.0,Glasmålarvägen 2,35.0,2.0,Notar,2231.0,2450000.0,120.0,59.288169096998956,18.0889892578125,70000.0
20180425.0,Rutger Fuchsgatan 1,33.0,1.0,Brokr Fastighetsmäklare,1343.0,2765000.0,802.0,59.30780169788126,18.079376220703125,83788.0
20180425.0,Bäckaskiftsvägen 25,34.0,2.0,Bjurfors Hammarby/Skarpnäck & Farsta,1695.0,2450000.0,25.0,59.27413887353422,18.050537109375,72059.0
20180425.0,Valborgsmässovägen 12,34.5,1.0,Erik Olsson Fastighetsförmedling,2291.0,2570000.0,92.0,59.30079135519931,18.0010986328125,74493.0
20180425.0,Tellusborgsvägen 90,35.0,1.0,Svenska Mäklarhuset Hägersten/Liljeholmen,2005.0,2900000.0,91.0,59.29868797064062,18.002471923828125,82857.0
20180425.0,Wergelandsgatan 46 P,32.0,1.0,Svenska Mäklargruppen,2350.0,1830000.0,37.0,59.34913331833489,17.88299560546875,57188.0
20180424.0,Filipstadsbacken 46,30.5,1.0,Fastighetsbyrån Farsta/ Högdalen/ Skogås,1994.0,2000000.0,27.0,59.23833562623854,18.10409545898437,65574.0
20180424.0,Norra Stationsgatan 115,35.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1454.0,2750000.0,448.0,59.34353197665222,18.028564453125,78571.0
20180424.0,Värtavägen 12,33.0,1.0,Notar,1447.0,3050000.0,390.0,59.33863004470884,18.09310913085937,92424.0
20180424.0,Åsögatan 98,35.0,2.0,SkandiaMäklarna Stockholm Södermalm,2283.0,3550000.0,962.0,59.312007210000495,18.07113647460937,101429.0
20180423.0,Lidnersplan 10,32.0,2.0,Fastighetsbyrån Stockholm - Kungsholmen,1880.0,2900000.0,125.0,59.335828623088354,17.99835205078125,90625.0
20180423.0,Skeppsbron 4,35.0,1.0,Madeleine Norling & Partners AB,1833.0,4100000.0,1800.0,59.326021827929296,18.07525634765625,117143.0
20180421.0,Pastellvägen 11,33.0,1.0,Södermäklarna,1940.0,2460000.0,201.0,59.29237703664608,18.087615966796875,74545.0
20180420.0,Tomtebogatan 46,33.0,1.0,Fastighetsbyrån Stockholm - Vasastan,1908.0,3120000.0,431.0,59.34213149685935,18.02719116210937,94545.0
20180420.0,Timmermansgatan 37,35.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Södermalm,1963.0,2850000.0,1100.0,59.314810595818216,18.0615234375,81429.0
20180420.0,Enspännargatan 12A,33.0,1.0,Mäklarhuset Vällingby-Hässelby,1994.0,1745000.0,15.0,59.37013012189635,17.840423583984375,52879.0
20180420.0,Fridhemsgatan 70,32.0,2.0,Behrer & Partners,1984.0,3500000.0,540.0,59.33652900015258,18.032684326171875,109375.0
20180419.0,Valborgsmässovägen 24,34.5,1.0,Notar,2291.0,2650000.0,93.0,59.300090241462705,17.999725341796875,76812.0
20180419.0,Valborgsmässovägen 10,34.5,1.0,BOSTHLM Fastighetsmäklare AB,2291.0,2610000.0,92.0,59.30079135519931,18.0010986328125,75652.0
20180419.0,Värtavägen 13,31.0,1.0,Erik Olsson Fastighetsförmedling,1812.0,3000000.0,352.0,59.34003066888457,18.094482421875,96774.0
20180419.0,Atlasgatan 12,31.0,1.0,Vision Mäkleri AB,1367.0,3120000.0,627.0,59.33863004470884,18.03817749023437,100645.0
20180418.0,Manhemsgatan 7,35.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,2060.0,2600000.0,95.0,59.305698746783676,17.996978759765625,74286.0
20180418.0,Messeniusgatan 6,32.0,2.0,Karlsson & Uddare AB,2126.0,2600000.0,124.0,59.33022508672785,17.999725341796875,81250.0
20180418.0,Grevgatan 51,34.0,1.0,Nomad Mäkleri,1876.0,3810000.0,829.0,59.33652900015258,18.08624267578125,112059.0
20180418.0,Torbjörn Klockares Gata 13,35.0,2.0,Innerstadsspecialisten Stockholm AB,2005.0,3530000.0,537.0,59.34493239869467,18.0340576171875,100857.0
20180418.0,Rutger Fuchsgatan 9,31.0,1.0,Erik Olsson Fastighetsförmedling,1912.0,3000000.0,729.0,59.30639974493064,18.0780029296875,96774.0
20180418.0,Husabyvägen 19,35.0,1.0,Svensk Fastighetsförmedling Hägersten-Liljeholmen,1984.0,2930000.0,114.0,59.30710072862978,18.005218505859375,83714.0
20180418.0,Norrtullsgatan 36,33.0,1.0,Svensk Fastighetsförmedling Sthlm Vasastan,1812.0,2800000.0,880.0,59.34913331833489,18.0450439453125,84848.0
20180417.0,Sorögatan 57,34.5,1.0,Fastighetsbyrån Kista,2236.0,1795000.0,74.0,59.40439697363527,17.93792724609375,52029.0
20180416.0,Styrmansgatan 55A,34.0,1.0,BlumenthalHoffman Fastighetsmäkleri,1765.0,4350000.0,708.0,59.33652900015258,18.087615966796875,127941.0
20180416.0,Rutger Fuchsgatan 8A,33.0,1.0,HusmanHagberg Södermalm/Gamla Stan,2067.0,3000000.0,781.0,59.30710072862978,18.0780029296875,90909.0
20180415.0,Värmlandsvägen 9B,35.0,1.0,Fastighetsbyrån Farsta/ Högdalen/ Skogås,1998.0,2000000.0,42.0,59.24676330393977,18.08624267578125,57143.0
20180413.0,Lidnersplan 6,33.0,1.0,Fastighetsbyrån Stockholm - Kungsholmen,1527.0,2800000.0,125.0,59.335828623088354,17.99835205078125,84848.0
20180413.0,Köpenhamnsgatan 14,34.5,1.0,SkandiaMäklarna Kista,1757.0,1550000.0,73.0,59.4022999983866,17.93792724609375,44928.0
20180413.0,Reimersholmsgatan 6,35.0,2.0,Svensk Fastighetsförmedling Sthlm Södermalm,2423.0,2880000.0,359.0,59.31831450306765,18.024444580078125,82286.0
20180412.0,Heklagatan 57 F,31.4,1.0,Fastighetsbyrån Kista,1973.0,1700000.0,97.0,59.41278357681099,17.9351806640625,54140.0
20180412.0,Luxgatan 9,35.0,1.0,Fastighetsbyrån Bromma,1573.0,2900000.0,156.0,59.32392000355976,18.007965087890625,82857.0
20180412.0,Industrigatan 7A,35.0,1.0,Notar,2983.0,2750000.0,493.0,59.33652900015258,18.029937744140625,78571.0
20180412.0,Surbrunnsgatan 11,34.0,2.0,Erik Olsson Fastighetsförmedling,1300.0,3400000.0,1300.0,59.34633276298826,18.062896728515625,100000.0
20180411.0,Industrigatan 5,35.0,2.0,Mäklarhuset Essingen & Fredhäll,1207.0,3550000.0,493.0,59.33652900015258,18.029937744140625,101429.0
20180411.0,Brålunden 18,35.0,1.0,Länsförsäkringar Fastighetsförmedling Stockholm - Bromma,1446.0,2030000.0,18.0,59.331626057461776,17.931060791015625,58000.0
20180411.0,Kungsbro Strand 25,34.5,2.0,SkandiaMäklarna Stockholm Kungsholmen,2652.0,3560000.0,1400.0,59.330925579315355,18.050537109375,103188.0
20180411.0,Furusundsgatan 15,35.0,1.0,Innerstadsspecialisten Stockholm AB,2226.0,3425000.0,192.0,59.34633276298826,18.0999755859375,97857.0
20180410.0,Didrik Ficks gränd 5,33.0,2.0,Fastighetsbyrån Stockholm - Södermalm,1405.0,3550000.0,1900.0,59.324620626125686,18.068389892578125,107576.0
20180410.0,Sannadalsvägen 16,33.0,1.0,Brokr Fastighetsmäklare,2352.0,2450000.0,218.0,59.314810595818216,18.013458251953125,74242.0
20180410.0,Pastellvägen 16,35.0,1.0,ERA Storstad,2224.0,2300000.0,186.0,59.291675749501934,18.087615966796875,65714.0
2018048.0,Skeppargatan 22,31.0,1.0,BlumenthalHoffman Fastighetsmäkleri,1334.0,3700000.0,1000.0,59.333727405256454,18.08349609375,119355.0
2018048.0,Tomtebogatan 28,34.0,1.0,SkandiaMäklarna Stockholm Vasastan,986.0,3375000.0,487.0,59.341431235306,18.029937744140625,99265.0
2018046.0,Bennebolsgatan 34,35.0,2.0,Notar,2760.0,2100000.0,18.0,59.38482015667099,17.8912353515625,60000.0
2018046.0,Birkagatan 16C,34.0,1.0,Grand Fastighetsförmedling,1471.0,3200000.0,569.0,59.34003066888457,18.035430908203125,94118.0
2018045.0,Kungsklippan 11,31.0,1.0,Notar,2421.0,2800000.0,1300.0,59.329524579699104,18.04779052734375,90323.0
2018043.0,Inedalsgatan 15,33.0,2.0,Erik Olsson Fastighetsförmedling,2133.0,4200000.0,621.0,59.335128231584385,18.035430908203125,127273.0
20180329.0,Sankt Eriksgatan 38 (No.806),32.0,2.0,Fastighetsbyrån Stockholm - Kungsholmen,2071.0,4500000.0,605.0,59.333727405256454,18.032684326171875,140625.0
20180329.0,Mariestadsvägen 14,34.0,1.0,Fastighetsbyrån Enskede,2810.0,2500000.0,111.0,59.29658445603232,18.109588623046875,73529.0
20180329.0,Horisontvägen 16,31.0,1.0,Svensk Fastighetsförmedling Farsta-Enskede,2542.0,2050000.0,22.0,59.267121593392964,18.1219482421875,66129.0
20180328.0,Lerbäcksgränd 8,34.0,1.0,HusmanHagberg Älvsjö,2646.0,1600000.0,15.0,59.26010286738892,18.0230712890625,47059.0
20180328.0,Sveavägen 134,33.0,2.0,Bostadsrättsspecialisten,1868.0,3450000.0,1200.0,59.34633276298826,18.054656982421875,104545.0
20180328.0,Smedsbacksgatan 28,34.0,1.0,Notar,1990.0,2750000.0,202.0,59.3484332011528,18.098602294921875,80882.0
20180328.0,Skebokvarnsvägen 376,33.0,1.0,Notar,2382.0,1855000.0,22.0,59.2629105313064,18.040924072265625,56212.0
20180328.0,Fridhemsgatan 12,31.0,1.0,Notar,1526.0,3100000.0,513.0,59.33022508672785,18.02719116210937,100000.0
20180328.0,Rutger Fuchsgatan 9,31.0,1.0,Svenska Mäklarhuset Södermalm,1911.0,2860000.0,729.0,59.30639974493064,18.0780029296875,92258.0
20180328.0,Stagneliusvägen 26,35.0,2.0,Svensk Fastighetsförmedling Sthlm Kungsholmen,2186.0,2720000.0,186.0,59.32742297196316,18.010711669921875,77714.0
20180327.0,Åsögatan 98,33.0,1.0,Fastighetsbyrån Stockholm - Södermalm,2181.0,3050000.0,962.0,59.312007210000495,18.07113647460937,92424.0
20180327.0,Bromsvägen 5,33.0,1.0,Fastighetsbyrån Hägersten/Älvsjö,2293.0,1815000.0,14.0,59.27203384129598,17.985992431640625,55000.0
20180327.0,Kastrupgatan 3,34.5,1.0,HusmanHagberg Kista,2311.0,1535000.0,73.0,59.40299900455726,17.93792724609375,44493.0
20180327.0,Liljeholmstorget 84,35.0,1.0,SkandiaMäklarna Liljeholmen,1395.0,2800000.0,221.0,59.31060543041464,18.0230712890625,80000.0
20180327.0,Bryggvägen 14,35.0,1.0,BOSTHLM Fastighetsmäklare AB,1980.0,2775000.0,133.0,59.3169129835029,17.99835205078125,79286.0
20180327.0,Gjörwellsgatan 15,35.0,1.0,Svenska Mäklarhuset Kungsholmen,1920.0,3200000.0,387.0,59.32882405822882,18.018951416015625,91429.0
20180327.0,Wergelandsgatan 46Q,32.0,1.0,Svenska Mäklarhuset Bromma,2350.0,1850000.0,37.0,59.34913331833489,17.88299560546875,57812.0
20180324.0,Messeniusgatan 6,32.0,2.0,Svensk Fastighetsförmedling Sthlm Kungsholmen,2125.0,2695000.0,124.0,59.33022508672785,17.999725341796875,84219.0
20180323.0,Furusundsgatan 12,35.0,2.0,Notar,1638.0,2900000.0,234.0,59.34633276298826,18.09722900390625,82857.0
